AccountID,CustomerID,AccountType,Balance,CreatedDate,TotalDeposits,TotalWithdrawals,NetChange,RecalculatedBalance,BalanceMismatch
757,2225,Checking,5414,2023-07-16,8977.96,438.41,8539.55,8539.55,True
758,3592,Checking,59343,2016-02-07,1403.26,0.0,1403.26,1403.26,True
759,1667,Business,43285,2018-06-25,7761.0,0.0,7761.0,7761.0,True
760,1580,Checking,6373,2025-02-25,9989.97,6723.11,3266.8599999999997,3266.8599999999997,True
761,389,Checking,92775,2017-01-22,0.0,9301.06,-9301.06,-9301.06,True
762,3946,Checking,70224,2025-02-14,0.0,808.62,-808.62,-808.62,True
763,2343,Business,98892,2015-09-01,0.0,10629.46,-10629.46,-10629.46,True
764,3726,Savings,83445,2025-01-17,71.33,16532.530000000002,-16461.2,-16461.2,True
765,352,Business,54188,2024-08-13,7267.77,7642.65,-374.8799999999992,-374.8799999999992,True
766,2421,Checking,63687,2017-09-05,0.0,0.0,0.0,0.0,True
767,858,Business,79601,2024-05-25,0.0,0.0,0.0,0.0,True
768,2033,Savings,31976,2015-10-24,2470.5,14590.77,-12120.27,-12120.27,True
769,184,Checking,66452,2022-08-14,4553.05,8766.02,-4212.97,-4212.97,True
770,4162,Checking,21725,2023-07-06,0.0,10870.34,-10870.34,-10870.34,True
771,1095,Business,52870,2018-12-24,1202.17,5227.47,-4025.3,-4025.3,True
772,4955,Business,31624,2019-06-01,25000.440000000002,5457.45,19542.99,19542.99,True
773,2412,Savings,147,2024-07-11,13105.34,0.0,13105.34,13105.34,True
774,1981,Savings,80491,2022-03-03,6986.92,0.0,6986.92,6986.92,True
775,2793,Savings,11266,2025-03-29,0.0,8866.99,-8866.99,-8866.99,True
776,2169,Savings,89051,2015-10-29,2996.34,1175.37,1820.9700000000003,1820.9700000000003,True
777,3073,Checking,65157,2021-06-05,18250.58,11528.98,6721.600000000002,6721.600000000002,True
778,832,Business,52755,2018-10-17,12982.400000000001,0.0,12982.400000000001,12982.400000000001,True
779,2429,Checking,62908,2023-03-01,0.0,21251.64,-21251.64,-21251.64,True
780,1265,Savings,75576,2020-07-06,0.0,8561.91,-8561.91,-8561.91,True
781,3846,Savings,9200,2017-03-03,514.06,5738.14,-5224.08,-5224.08,True
782,4982,Checking,97998,2017-10-14,731.23,5031.389999999999,-4300.16,-4300.16,True
783,2625,Business,30190,2024-01-09,7480.59,7578.339999999999,-97.74999999999909,-97.74999999999909,True
784,4886,Checking,9546,2024-01-04,0.0,0.0,0.0,0.0,True
785,317,Checking,5905,2019-01-23,21128.18,13000.93,8127.25,8127.25,True
786,1571,Business,78249,2022-06-07,0.0,0.0,0.0,0.0,True
787,2511,Savings,58078,2018-11-22,6751.19,2803.39,3947.7999999999997,3947.7999999999997,True
788,1335,Business,73160,2018-01-07,9943.25,2228.85,7714.4,7714.4,True
789,4519,Business,8630,2020-12-30,9748.83,0.0,9748.83,9748.83,True
790,411,Checking,11334,2020-11-29,0.0,0.0,0.0,0.0,True
791,1604,Checking,88871,2016-06-23,0.0,5911.54,-5911.54,-5911.54,True
792,4663,Business,67165,2022-04-02,0.0,0.0,0.0,0.0,True
793,4087,Business,77829,2020-11-23,5242.54,13078.08,-7835.54,-7835.54,True
794,22,Business,96932,2022-04-07,139.3,18622.230000000003,-18482.930000000004,-18482.930000000004,True
795,3462,Checking,294,2024-07-27,8624.83,17300.63,-8675.800000000001,-8675.800000000001,True
796,1032,Checking,27583,2017-07-16,9898.31,8750.68,1147.6299999999992,1147.6299999999992,True
797,3235,Checking,40464,2024-08-29,9311.4,19513.559999999998,-10202.159999999998,-10202.159999999998,True
798,4747,Business,82939,2023-08-14,3936.73,0.0,3936.73,3936.73,True
799,4522,Business,40218,2023-03-07,6176.11,0.0,6176.11,6176.11,True
800,1722,Business,33351,2018-12-23,1564.05,5951.54,-4387.49,-4387.49,True
801,3396,Savings,77946,2016-07-12,505.83,22669.93,-22164.1,-22164.1,True
802,4270,Savings,46299,2018-09-03,0.0,0.0,0.0,0.0,True
803,4657,Business,98412,2021-07-24,0.0,9215.09,-9215.09,-9215.09,True
804,671,Savings,45841,2024-10-01,17082.16,8052.4,9029.76,9029.76,True
805,1955,Checking,88350,2024-05-05,9808.36,3885.49,5922.870000000001,5922.870000000001,True
806,2310,Checking,38788,2023-11-19,18974.489999999998,13426.3,5548.189999999999,5548.189999999999,True
807,1891,Savings,27277,2017-08-04,1501.21,8677.24,-7176.03,-7176.03,True
808,768,Business,19773,2021-05-11,7604.89,0.0,7604.89,7604.89,True
809,1689,Savings,47923,2023-07-24,1428.26,7037.73,-5609.469999999999,-5609.469999999999,True
810,4404,Business,43521,2024-05-11,8328.65,6356.26,1972.3899999999994,1972.3899999999994,True
811,2585,Business,47217,2021-01-16,13846.77,8613.13,5233.640000000001,5233.640000000001,True
812,3327,Business,70422,2022-08-08,1632.64,7286.93,-5654.29,-5654.29,True
813,2600,Savings,89588,2020-01-16,6767.87,13745.96,-6978.089999999999,-6978.089999999999,True
814,420,Business,23416,2017-10-12,0.0,6937.42,-6937.42,-6937.42,True
815,3732,Business,53576,2021-05-14,6417.04,5873.85,543.1899999999996,543.1899999999996,True
816,1192,Checking,35358,2018-11-30,0.0,0.0,0.0,0.0,True
817,1376,Checking,35634,2023-08-03,21743.17,3713.8599999999997,18029.309999999998,18029.309999999998,True
818,2215,Checking,39790,2017-07-09,5775.6,0.0,5775.6,5775.6,True
819,1822,Savings,91976,2020-07-16,0.0,0.0,0.0,0.0,True
820,1100,Business,1133,2023-08-05,3211.71,2712.91,498.8000000000002,498.8000000000002,True
821,1993,Checking,8510,2022-07-28,9223.23,6110.85,3112.379999999999,3112.379999999999,True
822,1033,Savings,24555,2018-08-18,1395.73,0.0,1395.73,1395.73,True
823,4436,Checking,14144,2020-09-28,8009.19,0.0,8009.19,8009.19,True
824,1632,Checking,41067,2020-03-08,16732.4,0.0,16732.4,16732.4,True
825,550,Checking,80974,2015-10-22,764.03,8299.82,-7535.79,-7535.79,True
826,314,Business,18173,2018-02-23,0.0,6508.82,-6508.82,-6508.82,True
827,875,Savings,33747,2016-08-29,6921.99,17375.46,-10453.47,-10453.47,True
828,599,Savings,65404,2022-04-23,15509.29,13317.04,2192.25,2192.25,True
829,2585,Business,3430,2015-11-19,0.0,0.0,0.0,0.0,True
830,2297,Checking,37140,2019-02-22,11098.3,1727.37,9370.93,9370.93,True
831,3424,Savings,5223,2021-09-10,5763.34,0.0,5763.34,5763.34,True
832,1982,Business,84611,2023-02-12,5796.91,3799.72,1997.19,1997.19,True
833,3882,Savings,60388,2018-10-09,14223.63,0.0,14223.63,14223.63,True
834,2425,Business,58213,2019-05-21,12245.259999999998,4623.6,7621.659999999998,7621.659999999998,True
835,3366,Business,72214,2022-10-20,0.0,0.0,0.0,0.0,True
836,3902,Checking,76222,2019-06-20,0.0,0.0,0.0,0.0,True
837,3685,Checking,12357,2015-06-05,8685.48,9277.55,-592.0699999999997,-592.0699999999997,True
838,2573,Checking,86580,2019-09-03,1639.59,0.0,1639.59,1639.59,True
839,4528,Checking,3984,2016-09-14,6816.29,3179.57,3636.72,3636.72,True
840,2451,Checking,96074,2020-08-15,0.0,13852.14,-13852.14,-13852.14,True
841,4000,Savings,96369,2015-06-08,1967.83,0.0,1967.83,1967.83,True
842,2118,Savings,11622,2025-01-06,19783.73,18931.17,852.5600000000013,852.5600000000013,True
843,586,Checking,83706,2022-06-12,5932.88,5076.85,856.0299999999997,856.0299999999997,True
844,4349,Savings,47481,2021-02-11,4440.25,13451.0,-9010.75,-9010.75,True
845,2283,Checking,96560,2016-12-09,1791.77,6739.05,-4947.280000000001,-4947.280000000001,True
846,3580,Business,5999,2021-02-24,1560.21,5765.27,-4205.06,-4205.06,True
847,1256,Business,95658,2020-11-22,18332.55,7643.42,10689.13,10689.13,True
848,5,Savings,10610,2015-12-26,9288.55,6007.73,3280.8199999999997,3280.8199999999997,True
849,2611,Business,20483,2020-09-26,0.0,8255.16,-8255.16,-8255.16,True
850,3251,Business,49054,2019-11-12,0.0,8499.64,-8499.64,-8499.64,True
851,4130,Business,31206,2025-04-12,7457.62,4426.93,3030.6899999999996,3030.6899999999996,True
852,36,Savings,43805,2023-08-06,0.0,6771.759999999999,-6771.759999999999,-6771.759999999999,True
853,2171,Business,84465,2017-01-03,8695.75,0.0,8695.75,8695.75,True
854,3442,Checking,71772,2017-01-02,0.0,2050.47,-2050.47,-2050.47,True
855,1162,Savings,14625,2018-09-04,0.0,5031.49,-5031.49,-5031.49,True
856,408,Business,73328,2018-04-04,7748.58,0.0,7748.58,7748.58,True
857,3820,Checking,65976,2015-11-10,490.63,6232.73,-5742.099999999999,-5742.099999999999,True
858,2748,Checking,91118,2017-09-12,2411.53,7300.5,-4888.969999999999,-4888.969999999999,True
859,2989,Business,30746,2020-07-26,12449.6,0.0,12449.6,12449.6,True
860,2425,Business,36139,2024-01-21,0.0,8126.07,-8126.07,-8126.07,True
861,3991,Business,61867,2025-01-09,3134.62,4066.94,-932.3200000000002,-932.3200000000002,True
862,1063,Savings,82085,2020-06-15,4394.63,0.0,4394.63,4394.63,True
863,1688,Checking,90200,2017-12-19,11694.36,8073.16,3621.2000000000007,3621.2000000000007,True
864,4099,Savings,81204,2021-07-02,939.68,16988.57,-16048.89,-16048.89,True
865,3580,Business,86941,2020-07-27,0.0,0.0,0.0,0.0,True
866,1542,Checking,84795,2022-02-07,12907.880000000001,16261.36,-3353.4799999999996,-3353.4799999999996,True
867,439,Business,5066,2016-02-28,5609.96,5181.62,428.34000000000015,428.34000000000015,True
868,1927,Checking,61862,2018-07-14,0.0,16051.67,-16051.67,-16051.67,True
869,1869,Business,19488,2017-12-22,6112.73,22569.25,-16456.52,-16456.52,True
870,1979,Checking,96006,2016-11-10,8843.66,8269.57,574.0900000000001,574.0900000000001,True
871,2215,Business,37703,2023-07-29,8817.88,0.0,8817.88,8817.88,True
872,1346,Savings,16324,2020-04-05,5054.38,8736.69,-3682.3100000000004,-3682.3100000000004,True
873,2515,Savings,97602,2025-04-24,0.0,7752.74,-7752.74,-7752.74,True
874,2198,Checking,59163,2021-11-20,6674.6,0.0,6674.6,6674.6,True
875,4981,Savings,55350,2022-05-12,7926.39,1514.98,6411.41,6411.41,True
876,3212,Checking,73888,2024-10-19,6210.71,0.0,6210.71,6210.71,True
877,3755,Savings,4439,2019-03-18,5633.57,0.0,5633.57,5633.57,True
878,2150,Savings,54360,2024-01-25,2531.2799999999997,0.0,2531.2799999999997,2531.2799999999997,True
879,3183,Business,23088,2021-01-15,0.0,10495.25,-10495.25,-10495.25,True
880,3803,Checking,89119,2021-10-31,13401.310000000001,0.0,13401.310000000001,13401.310000000001,True
881,1788,Checking,54998,2018-09-28,6398.360000000001,0.0,6398.360000000001,6398.360000000001,True
882,1246,Checking,41355,2021-10-04,3176.0,523.57,2652.43,2652.43,True
883,1493,Checking,31416,2020-01-13,0.0,5371.22,-5371.22,-5371.22,True
884,2791,Business,24097,2018-01-11,6598.08,10805.66,-4207.58,-4207.58,True
885,4296,Business,17962,2017-12-04,681.23,9210.1,-8528.87,-8528.87,True
886,4238,Savings,72970,2023-03-29,9124.36,3616.01,5508.35,5508.35,True
887,3379,Business,46579,2016-09-22,660.66,2369.0,-1708.3400000000001,-1708.3400000000001,True
888,3006,Savings,26343,2024-08-04,9044.63,8180.8099999999995,863.8199999999997,863.8199999999997,True
889,4469,Savings,46338,2017-04-26,0.0,14380.990000000002,-14380.990000000002,-14380.990000000002,True
890,3867,Savings,66785,2023-01-31,0.0,0.0,0.0,0.0,True
891,4692,Business,59415,2018-03-24,8402.710000000001,3524.86,4877.85,4877.85,True
892,79,Checking,1771,2024-04-29,8521.27,14267.33,-5746.0599999999995,-5746.0599999999995,True
893,191,Checking,37358,2015-11-26,0.0,15359.380000000001,-15359.380000000001,-15359.380000000001,True
894,4350,Business,61826,2023-04-08,0.0,9760.99,-9760.99,-9760.99,True
895,2042,Checking,48024,2020-06-09,5286.81,25546.92,-20260.109999999997,-20260.109999999997,True
896,3867,Checking,57554,2018-09-22,0.0,4330.09,-4330.09,-4330.09,True
897,3559,Checking,42999,2021-07-25,8781.04,11808.720000000001,-3027.6800000000003,-3027.6800000000003,True
898,3100,Checking,1079,2016-01-06,0.0,0.0,0.0,0.0,True
899,1948,Business,8201,2022-09-15,0.0,8642.51,-8642.51,-8642.51,True
900,2670,Savings,19038,2017-03-08,279.02,0.0,279.02,279.02,True
901,761,Savings,21522,2018-09-06,15185.21,14092.84,1092.369999999999,1092.369999999999,True
902,877,Checking,89805,2016-06-21,15430.89,5375.24,10055.65,10055.65,True
903,1079,Business,24816,2015-08-25,5646.049999999999,0.0,5646.049999999999,5646.049999999999,True
904,3723,Savings,92040,2015-12-15,1201.61,9487.35,-8285.74,-8285.74,True
905,2466,Checking,91662,2018-01-28,0.0,2164.81,-2164.81,-2164.81,True
906,724,Checking,8181,2024-12-27,0.0,14206.33,-14206.33,-14206.33,True
907,1994,Checking,50316,2019-05-27,0.0,12325.19,-12325.19,-12325.19,True
908,2917,Savings,98934,2017-03-30,0.0,0.0,0.0,0.0,True
909,4987,Business,79742,2018-03-04,25525.11,12183.49,13341.62,13341.62,True
910,290,Savings,31924,2023-03-10,0.0,0.0,0.0,0.0,True
911,4319,Business,55568,2016-01-08,0.0,0.0,0.0,0.0,True
912,4750,Savings,15682,2024-10-27,10900.44,7132.88,3767.5600000000004,3767.5600000000004,True
913,2700,Checking,80344,2019-01-03,8641.86,8305.03,336.8299999999999,336.8299999999999,True
914,3082,Checking,34342,2019-10-10,0.0,0.0,0.0,0.0,True
915,1093,Savings,9208,2019-02-24,9704.1,3943.64,5760.460000000001,5760.460000000001,True
916,3646,Business,63754,2021-03-05,7122.55,0.0,7122.55,7122.55,True
917,2507,Savings,57619,2020-06-01,9077.6,5005.79,4071.8100000000004,4071.8100000000004,True
918,662,Checking,13572,2017-09-28,0.0,13127.43,-13127.43,-13127.43,True
919,1346,Checking,14959,2024-11-05,5227.28,10086.44,-4859.160000000001,-4859.160000000001,True
920,895,Savings,57607,2020-04-23,8230.2,3348.09,4882.110000000001,4882.110000000001,True
921,3822,Business,6748,2022-11-08,0.0,0.0,0.0,0.0,True
922,2089,Savings,58176,2025-02-27,9494.3,4005.0,5489.299999999999,5489.299999999999,True
923,3796,Business,98361,2019-01-31,4609.45,15555.24,-10945.79,-10945.79,True
924,3942,Savings,43564,2023-05-16,9163.94,0.0,9163.94,9163.94,True
925,548,Savings,93161,2024-03-24,6780.74,4382.22,2398.5199999999995,2398.5199999999995,True
926,1051,Savings,85825,2022-02-27,6796.1,7754.99,-958.8899999999994,-958.8899999999994,True
927,2826,Checking,18694,2024-10-07,5685.610000000001,4708.84,976.7700000000004,976.7700000000004,True
928,1603,Savings,77485,2017-08-28,5313.75,0.0,5313.75,5313.75,True
929,3440,Checking,82800,2019-03-31,8769.2,6872.93,1896.2700000000004,1896.2700000000004,True
930,2251,Savings,11025,2017-04-05,4432.42,322.1,4110.32,4110.32,True
931,679,Savings,13226,2024-03-14,0.0,7401.57,-7401.57,-7401.57,True
932,577,Checking,58377,2022-04-11,0.0,9076.67,-9076.67,-9076.67,True
933,2410,Checking,32379,2020-04-20,1158.79,7644.83,-6486.04,-6486.04,True
934,1217,Business,31097,2017-03-13,0.0,0.0,0.0,0.0,True
935,616,Business,22688,2017-07-31,3621.03,0.0,3621.03,3621.03,True
936,3679,Business,64419,2020-03-23,7345.1,4664.07,2681.0300000000007,2681.0300000000007,True
937,3185,Savings,11643,2024-12-18,0.0,8481.75,-8481.75,-8481.75,True
938,1379,Checking,42546,2023-05-12,0.0,1204.31,-1204.31,-1204.31,True
939,3030,Savings,42315,2024-10-18,5807.91,5591.56,216.34999999999945,216.34999999999945,True
940,2809,Business,95548,2024-11-05,0.0,8989.56,-8989.56,-8989.56,True
941,2882,Savings,28338,2016-03-08,2485.06,8838.81,-6353.75,-6353.75,True
942,3317,Savings,70231,2022-12-22,12773.550000000001,9182.28,3591.2700000000004,3591.2700000000004,True
943,1695,Savings,16495,2021-01-28,0.0,0.0,0.0,0.0,True
944,1769,Business,68728,2019-11-21,5591.99,12968.349999999999,-7376.359999999999,-7376.359999999999,True
945,2881,Business,11290,2016-02-15,7924.17,0.0,7924.17,7924.17,True
946,1945,Business,48108,2025-04-22,6025.24,3321.1600000000003,2704.0799999999995,2704.0799999999995,True
947,770,Checking,34572,2018-09-20,6931.02,6159.89,771.1300000000001,771.1300000000001,True
948,306,Checking,64029,2023-04-18,12059.3,3773.41,8285.89,8285.89,True
949,1812,Checking,64415,2018-07-15,0.0,6955.39,-6955.39,-6955.39,True
950,4504,Savings,15204,2024-11-01,2023.97,14028.0,-12004.03,-12004.03,True
951,1408,Business,89401,2021-02-15,5382.93,18288.15,-12905.220000000001,-12905.220000000001,True
952,1368,Checking,27805,2022-09-13,0.0,0.0,0.0,0.0,True
953,3493,Checking,44926,2023-12-10,0.0,18626.75,-18626.75,-18626.75,True
954,8,Savings,78420,2024-09-07,0.0,0.0,0.0,0.0,True
955,1740,Checking,5719,2021-05-06,7899.32,11211.91,-3312.59,-3312.59,True
956,4578,Business,61723,2016-08-11,0.0,10561.66,-10561.66,-10561.66,True
957,4325,Savings,60334,2017-06-22,18253.3,0.0,18253.3,18253.3,True
958,1458,Business,29189,2024-03-11,9497.46,7933.03,1564.4299999999994,1564.4299999999994,True
959,3832,Business,5933,2025-03-01,11807.89,0.0,11807.89,11807.89,True
960,1934,Savings,93116,2019-10-09,8188.57,13122.560000000001,-4933.990000000002,-4933.990000000002,True
961,3724,Business,79984,2016-01-15,5311.83,0.0,5311.83,5311.83,True
962,2662,Savings,50960,2023-12-26,6840.95,2990.55,3850.3999999999996,3850.3999999999996,True
963,980,Savings,65351,2018-06-15,341.9,5807.34,-5465.4400000000005,-5465.4400000000005,True
964,135,Business,79375,2024-11-21,0.0,11713.08,-11713.08,-11713.08,True
965,1903,Checking,56327,2017-02-16,11993.56,4535.03,7458.53,7458.53,True
966,2686,Savings,4366,2024-11-23,11834.119999999999,0.0,11834.119999999999,11834.119999999999,True
967,1581,Business,12551,2021-12-30,9356.93,0.0,9356.93,9356.93,True
968,100,Business,56971,2016-02-01,9872.72,0.0,9872.72,9872.72,True
969,1000,Savings,36758,2022-12-24,12143.6,18214.4,-6070.800000000001,-6070.800000000001,True
970,2928,Business,27515,2015-09-16,420.21,0.0,420.21,420.21,True
971,126,Checking,82884,2023-07-24,1870.43,0.0,1870.43,1870.43,True
972,3793,Savings,38865,2018-01-03,0.0,14832.189999999999,-14832.189999999999,-14832.189999999999,True
973,282,Business,35949,2017-01-02,17708.870000000003,0.0,17708.870000000003,17708.870000000003,True
974,4945,Checking,6074,2021-07-15,4082.21,10188.75,-6106.54,-6106.54,True
975,2920,Business,50051,2020-09-12,6996.24,361.28,6634.96,6634.96,True
976,979,Savings,83090,2019-10-30,0.0,6706.44,-6706.44,-6706.44,True
977,1390,Checking,75760,2021-04-29,0.0,16125.34,-16125.34,-16125.34,True
978,1203,Business,70256,2023-08-27,12362.03,6927.13,5434.900000000001,5434.900000000001,True
979,2172,Business,938,2022-07-31,9840.95,1844.85,7996.1,7996.1,True
980,3252,Checking,41657,2022-03-15,6810.86,0.0,6810.86,6810.86,True
981,2855,Business,7590,2020-06-13,0.0,3771.94,-3771.94,-3771.94,True
982,1879,Business,17068,2024-06-08,0.0,0.0,0.0,0.0,True
983,2460,Checking,33753,2018-09-12,8851.13,2231.74,6619.389999999999,6619.389999999999,True
984,3017,Savings,35054,2015-09-24,13553.77,0.0,13553.77,13553.77,True
985,692,Savings,13643,2022-04-22,0.0,0.0,0.0,0.0,True
986,78,Checking,6929,2018-03-25,1762.05,0.0,1762.05,1762.05,True
987,2385,Business,94353,2023-01-03,3665.31,8075.25,-4409.9400000000005,-4409.9400000000005,True
988,1460,Checking,43678,2021-02-05,0.0,2905.71,-2905.71,-2905.71,True
989,819,Business,83998,2022-08-24,2541.2,1943.66,597.5399999999997,597.5399999999997,True
990,840,Business,54795,2019-10-26,0.0,4039.97,-4039.97,-4039.97,True
991,206,Business,4415,2021-10-14,7525.26,18348.44,-10823.179999999998,-10823.179999999998,True
992,3653,Business,51040,2017-04-30,11680.79,14295.0,-2614.209999999999,-2614.209999999999,True
993,3290,Checking,71962,2016-02-09,13022.710000000001,17158.04,-4135.33,-4135.33,True
994,1066,Savings,20931,2018-11-29,13173.28,0.0,13173.28,13173.28,True
995,4565,Savings,99714,2017-08-15,2060.83,8588.24,-6527.41,-6527.41,True
996,1860,Business,56853,2015-10-02,8854.1,523.5,8330.6,8330.6,True
997,3001,Business,21055,2022-06-14,0.0,6375.28,-6375.28,-6375.28,True
998,3007,Checking,84188,2019-06-24,0.0,4497.79,-4497.79,-4497.79,True
999,1933,Checking,99239,2023-03-07,8676.56,0.0,8676.56,8676.56,True
1000,3754,Business,24022,2015-09-02,0.0,8473.87,-8473.87,-8473.87,True
1001,2232,Checking,66476,2025-03-03,6940.85,4222.78,2718.0700000000006,2718.0700000000006,True
1002,4610,Business,17342,2023-11-16,8913.4,21.55,8891.85,8891.85,True
1003,1152,Business,73365,2017-12-07,9949.11,0.0,9949.11,9949.11,True
1004,1207,Business,21772,2017-06-04,8506.029999999999,4421.73,4084.2999999999993,4084.2999999999993,True
1005,2918,Checking,84852,2021-07-28,0.0,0.0,0.0,0.0,True
1006,3445,Savings,46734,2017-09-18,0.0,9299.65,-9299.65,-9299.65,True
1007,555,Checking,22205,2020-09-27,1380.32,1489.72,-109.40000000000009,-109.40000000000009,True
1008,53,Checking,11124,2021-06-20,4466.63,2930.23,1536.4,1536.4,True
1009,4912,Savings,15606,2016-01-15,0.0,8079.53,-8079.53,-8079.53,True
1010,1406,Business,37308,2018-01-25,1278.27,2547.84,-1269.5700000000002,-1269.5700000000002,True
1011,4742,Checking,37350,2023-06-01,0.0,0.0,0.0,0.0,True
1012,2075,Checking,39652,2022-07-17,2375.76,0.0,2375.76,2375.76,True
1013,4898,Checking,75411,2023-03-13,0.0,6085.65,-6085.65,-6085.65,True
1014,4288,Checking,1783,2019-06-04,0.0,14042.900000000001,-14042.900000000001,-14042.900000000001,True
1015,843,Business,48809,2020-09-24,320.04,0.0,320.04,320.04,True
1016,4930,Checking,58758,2021-11-20,9699.33,0.0,9699.33,9699.33,True
1017,3860,Checking,85175,2021-04-08,17999.7,0.0,17999.7,17999.7,True
1018,2237,Checking,44486,2024-02-01,0.0,9043.81,-9043.81,-9043.81,True
1019,720,Checking,65711,2021-07-29,7488.3,1904.58,5583.72,5583.72,True
1020,998,Business,31473,2023-07-09,15353.4,4229.07,11124.33,11124.33,True
1021,4082,Savings,98599,2024-07-04,10867.32,318.55,10548.77,10548.77,True
1022,533,Business,69242,2019-11-12,0.0,0.0,0.0,0.0,True
1023,596,Business,97881,2025-02-08,7490.92,0.0,7490.92,7490.92,True
1024,4604,Checking,49650,2018-04-23,0.0,66.42,-66.42,-66.42,True
1025,464,Checking,42994,2024-04-04,9440.09,0.0,9440.09,9440.09,True
1026,3062,Business,36705,2024-04-21,3534.34,2363.66,1170.6800000000003,1170.6800000000003,True
1027,1743,Savings,35136,2016-08-21,0.0,0.0,0.0,0.0,True
1028,3206,Savings,83017,2021-11-14,0.0,0.0,0.0,0.0,True
1029,4171,Savings,53208,2025-01-23,0.0,0.0,0.0,0.0,True
1030,3047,Business,61839,2022-02-16,22814.82,4019.86,18794.96,18794.96,True
1031,4052,Savings,7134,2016-03-10,6389.76,6976.14,-586.3800000000001,-586.3800000000001,True
1032,62,Checking,4863,2023-08-08,260.91,17214.08,-16953.170000000002,-16953.170000000002,True
1033,4639,Checking,7797,2019-03-31,0.0,6390.12,-6390.12,-6390.12,True
1034,2089,Checking,293,2021-11-26,0.0,2397.25,-2397.25,-2397.25,True
1035,3100,Business,29256,2021-07-01,0.0,1357.9,-1357.9,-1357.9,True
1036,2141,Savings,95340,2018-08-28,0.0,8926.02,-8926.02,-8926.02,True
1037,4556,Savings,223,2018-01-25,0.0,7190.12,-7190.12,-7190.12,True
1038,4931,Business,69195,2025-02-21,0.0,2012.94,-2012.94,-2012.94,True
1039,263,Checking,77297,2022-08-16,13174.18,13537.05,-362.869999999999,-362.869999999999,True
1040,4024,Business,56309,2023-08-22,13896.34,34935.09,-21038.749999999996,-21038.749999999996,True
1041,3677,Checking,94979,2017-11-21,8714.92,6677.42,2037.5,2037.5,True
1042,1624,Checking,67938,2025-03-24,0.0,20574.0,-20574.0,-20574.0,True
1043,537,Savings,45872,2023-07-03,0.0,3216.69,-3216.69,-3216.69,True
1044,179,Checking,47692,2022-09-17,8776.84,4449.45,4327.39,4327.39,True
1045,2164,Savings,92424,2022-10-07,9383.07,0.0,9383.07,9383.07,True
1046,2923,Checking,23997,2023-04-01,0.0,137.3,-137.3,-137.3,True
1047,462,Business,16542,2019-12-05,1838.79,0.0,1838.79,1838.79,True
1048,4343,Checking,29234,2021-06-23,2553.68,8009.53,-5455.85,-5455.85,True
1049,928,Checking,65216,2018-12-22,0.0,2654.84,-2654.84,-2654.84,True
1050,4970,Business,98341,2019-09-18,0.0,3826.1,-3826.1,-3826.1,True
1051,3688,Business,63049,2015-11-21,17634.329999999998,0.0,17634.329999999998,17634.329999999998,True
1052,1055,Savings,16976,2017-06-02,0.0,6881.27,-6881.27,-6881.27,True
1053,4598,Business,35277,2017-07-13,3922.13,10513.76,-6591.63,-6591.63,True
1054,1622,Business,85189,2022-09-04,4848.89,5175.14,-326.25,-326.25,True
1055,793,Checking,38812,2019-06-28,5593.13,2039.39,3553.74,3553.74,True
1056,2549,Savings,43966,2017-05-29,0.0,0.0,0.0,0.0,True
1057,2166,Savings,68062,2019-02-16,2282.57,11780.21,-9497.64,-9497.64,True
1058,207,Savings,48545,2017-07-23,5100.5,0.0,5100.5,5100.5,True
1059,4269,Business,22375,2022-05-09,9095.76,14409.96,-5314.199999999999,-5314.199999999999,True
1060,1182,Checking,75721,2016-02-20,0.0,20420.35,-20420.35,-20420.35,True
1061,708,Savings,54137,2016-05-16,0.0,9943.93,-9943.93,-9943.93,True
1062,1509,Savings,76485,2018-05-30,0.0,6304.24,-6304.24,-6304.24,True
1063,3354,Business,59872,2018-04-02,0.0,14577.44,-14577.44,-14577.44,True
1064,2,Business,20529,2019-07-28,0.0,0.0,0.0,0.0,True
1065,323,Checking,63488,2016-08-31,855.81,10891.27,-10035.460000000001,-10035.460000000001,True
1066,3210,Savings,35566,2023-08-30,1821.7,9181.94,-7360.240000000001,-7360.240000000001,True
1067,4818,Business,69974,2024-02-10,2409.86,7593.35,-5183.49,-5183.49,True
1068,756,Business,34311,2023-06-02,2391.64,0.0,2391.64,2391.64,True
1069,1312,Business,74967,2024-06-12,0.0,6668.79,-6668.79,-6668.79,True
1070,2960,Savings,72277,2020-12-12,0.0,0.0,0.0,0.0,True
1071,877,Business,82367,2025-03-25,9710.369999999999,13573.69,-3863.3200000000015,-3863.3200000000015,True
1072,4091,Checking,58856,2021-09-13,0.0,10532.11,-10532.11,-10532.11,True
1073,189,Savings,50058,2019-11-25,0.0,6599.700000000001,-6599.700000000001,-6599.700000000001,True
1074,643,Business,52147,2023-01-17,0.0,433.8,-433.8,-433.8,True
1075,412,Business,51691,2018-01-22,6648.81,14232.46,-7583.649999999999,-7583.649999999999,True
1076,4063,Business,84939,2016-01-11,8921.75,0.0,8921.75,8921.75,True
1077,4712,Business,13783,2022-05-05,0.0,0.0,0.0,0.0,True
1078,132,Savings,59234,2017-09-02,11854.41,5389.76,6464.65,6464.65,True
1079,1039,Savings,78994,2024-11-02,0.0,0.0,0.0,0.0,True
1080,4244,Business,94770,2019-10-02,0.0,9208.77,-9208.77,-9208.77,True
1081,4448,Business,12959,2017-01-17,0.0,0.0,0.0,0.0,True
